,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User,Tweet,translated,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
49,49,49,49,2022-05-06 05:12:07+00:00,News5PH,"Ayon kay David, sinusuportahan niya si Robredo dahil siya ang maaaring makatalo kay Bongbong Marcos. Inendorso rin niya ang katunggaling si Senate Pres. Tito Sotto.","According to David, he supports Robredo because he can defeat Bongbong Marcos.He also endorsed Senate Pres.Tito Sotto.",0.209,0.14,0.651,0.128,Positive,accord david  support robredo defeat bongbong marcos h also endors senat pres tito sotto 
50,50,50,50,2022-05-06 04:46:41+00:00,BobReye68206730,@PhilippineStar Why? Are you saying Shawie that your uncle Tito Sotto is not decent to be a VP? Mahiya ka sa lahi nyo.,@PhilipPtestar why?Are you saying Shawie that your uncle Tito Sotto is not decent to be a VP?Shame on your race.,0.0,0.0,1.0,0.0,Neutral,why ar say shawi uncl tito sotto decent vp shame race 
51,51,51,51,2022-05-06 04:36:11+00:00,prismat90810385,@PhilstarNews thank you tito sotto for describing who leni robredo is.,@PhilstarNews thank you tito sotto for describing who leni robredo is.,0.2,0.0,0.8,0.3612,Positive,thank tito sotto describ leni robredo is 
52,52,52,52,2022-05-06 04:21:46+00:00,perlSD79,@ichicklet @yuyunbibin @joketerte30 I dont know why u kept saying loyal even if i change my choice it's for ping lacson and tito sotto so 🤷‍♀️🤷‍♀️🤷‍♀️,@ichicklet @yuyunbibin @joketerte30 I dont know why u kept saying loyal even if i change my choice it's for ping lacson and tito sotto so 🤷‍♀️🤷‍♀️🤷‍♀️,0.124,0.0,0.876,0.4767,Positive,dont know u kept say loyal even chang choic ping lacson tito sotto
53,53,53,53,2022-05-06 03:45:00+00:00,onenewsph,"David made the remark during the COMELEC and KBP #PiliPinasForum2022.

David also appeals to the public to support his rival Sen. Pres. Tito Sotto for the vice presidency. #BilangPilipino2022","David made the remark during the COMELEC and KBP #PiliPinasForum2022.

David also appeals to the public to support his rival Sen. Pres. Tito Sotto for the vice presidency. #BilangPilipino2022",0.088,0.0,0.912,0.4019,Positive,david made remark comelec kbp  david also appeal public support rival sen  pres  tito sotto vice presidency 
54,54,54,54,2022-05-06 03:42:46+00:00,Plaridel_DLSU,"INENDOSO ni vice presidential aspirant Rizalito David sina Bise Presidente Leni Robredo at Senador Tito Sotto III sa pagka-pangulo at pagka-bise presidente. Gayunpaman, nilinaw ni David na hindi siya aatras sa #Halalan2022. | mula @ABSCBNNews https://t.co/XvBZF8f8s1","Vice Presidential Aspirant Rizalito David endorsed Vice President Leni Robredo and Senator Tito Sotto III in the presidency and vice president.However, David made it clear that he would not withdraw from #Election2022.|From @abscbnnews https://t.co/xvbzF8S1",0.126,0.0,0.874,0.5574,Positive,vice presidenti aspir rizalito david endors vice presid leni robredo senat tito sotto iii presid vice president however  david made clear would withdraw   from
55,55,55,55,2022-05-06 03:23:05+00:00,ABSCBNNews,"JUST IN: Nagpahayag ng suporta si vice presidential bet Rizalito David kay presidential candidate Leni Robredo matapos unang iendorso ang katunggali niya sa pagkabise na si Tito Sotto. | via @sherieanntorres #Halalan2022 

Kaugnay na ulat: https://t.co/oIchz2sHtq https://t.co/vfHmXzqt7j","JUST IN: Vice Presidential Bet Rizalito David expressed support to Presidential Candidate Leni Robredo after his opponent of Tito Sotto first endorsed his opponent.|via @SherieAntorres #Election2022

Related Report: https://t.co/oichz2Shtq https://t.co/vfhmxzQt7j",0.144,0.0,0.856,0.5719,Positive,in  vice presidenti bet rizalito david express support presidenti candid leni robredo oppon tito sotto first endors opponent  via report 
56,56,56,56,2022-05-06 03:20:49+00:00,DZMMTeleRadyo,"JUST IN: Nagpahayag ng suporta si vice presidential bet Rizalito David kay presidential candidate Leni Robredo matapos unang iendorso ang katunggali niya sa pagkabise na si Tito Sotto. | via @sherieanntorres

Kaugnay na ulat:  https://t.co/XgULWAjMn5 https://t.co/qgu55xXgsu","JUST IN: Vice Presidential Bet Rizalito David expressed support to Presidential Candidate Leni Robredo after his opponent of Tito Sotto first endorsed his opponent.|via @SherieAntorres

Related Report: https://t.co/xgulwajmn5 https://t.co/QGU55xxgsu",0.148,0.0,0.852,0.5719,Positive,in  vice presidenti bet rizalito david express support presidenti candid leni robredo oppon tito sotto first endors opponent  via report 
57,57,57,57,2022-05-06 03:07:11+00:00,wigaile,"Naa na koy gamit para dili i vote sa akong lola si Tito sotto!!!!! 

JUDY TAGUIWALO!","I already have to use it to vote for my grandma sotto !!!!!

Judy Taguiwalo!",0.0,0.0,1.0,0.0,Neutral,alreadi use vote grandma sotto      judi taguiwalo 
58,58,58,58,2022-05-06 02:27:30+00:00,hashtags__ofc,MASTER HENYO AngPoetNyo: Tito Sotto sa Vice tayo! https://t.co/tnXMpUQZkz,Master Henyo AngPoetnyo: Tito Sotto in Vice Tayo!https://t.co/tnxmpuqzkz,0.0,0.0,1.0,0.0,Neutral,master henyo angpoetnyo  tito sotto vice tayo 
59,59,59,59,2022-05-06 02:16:53+00:00,AngPoetNyo,Tito Sotto sa Vice tayo! https://t.co/gGqmQP8lbJ,Tito Sotto in vice tayo!https://t.co/GGQMQP8LBJ,0.0,0.0,1.0,0.0,Neutral,tito sotto vice tayo 
60,60,60,60,2022-05-06 01:40:32+00:00,akosibatibot16,@mongramosjr Lakas tlaga ng loob at paniniwala nito ni Kiko na mananalo sya? Hindi nya nga maunahan si Tito Sotto sa surveys. Ang KAPAL.,@mongramosjr strength of the heart and believes it is Kiko that he will win?He could not lead Tito Sotto to surveys.Thick.,0.138,0.0,0.862,0.4939,Positive,strength heart believ kiko win h could lead tito sotto surveys thick 
61,61,61,61,2022-05-06 01:30:00+00:00,onenewsph,"Health protocols set by the IATF will be strictly observed during the canvassing of votes at the Senate and all personnel involved must be fully vaccinated, Senate President Tito Sotto says. #BilangPilipino2022
https://t.co/24YVtF1869","Health protocols set by the IATF will be strictly observed during the canvassing of votes at the Senate and all personnel involved must be fully vaccinated, Senate President Tito Sotto says. #BilangPilipino2022
https://t.co/24YVtF1869",0.0,0.0,1.0,0.0,Neutral,health protocol set iatf strictli observ canvass vote senat personnel involv must fulli vaccinated  senat presid tito sotto says     
62,62,62,62,2022-05-06 00:32:03+00:00,PaulVil94994403,@sejoalzir Baka Tito sotto not kiko,@Sejoalzir of Tito sotto not kiko,0.0,0.0,1.0,0.0,Neutral,tito sotto kiko
63,63,63,63,2022-05-05 23:30:00+00:00,manilabulletin,"Actress-singer Ciara Sotto thanked fellow showbiz personality Marissa Sanchez for supporting the tandem of Ping Lacson and Tito Sotto in the upcoming May 9 national elections.

https://t.co/ZI2wV0NSTs","Actress-singer Ciara Sotto thanked fellow showbiz personality Marissa Sanchez for supporting the tandem of Ping Lacson and Tito Sotto in the upcoming May 9 national elections.

https://t.co/ZI2wV0NSTs",0.195,0.0,0.805,0.7003,Positive,actress sing ciara sotto thank fellow showbiz person marissa sanchez support tandem ping lacson tito sotto upcom may nation elections 
64,64,64,64,2022-05-05 23:07:39+00:00,pweetne,@LilMsMalditaMD True 🤣🤣🤣 pati nga sariling bise ni leni handang ilaglag maipasok lang si tito sotto 🤣🤣🥴🥴🥴,@lilmsmalditamd true 🤣🤣🤣 even the sariling vice of Leni Handang Ilalag I just put Tito Sotto 🤣🤣🥴🥴,0.157,0.0,0.843,0.4215,Positive,true even saril vice leni handang ilalag put tito sotto
65,65,65,65,2022-05-05 22:36:29+00:00,radyopilipinas1,"Inaccuracies ng mga pre-election surveys, mapapatunayan ng resulta ng botohan sa Lunes — VP bet Tito Sotto  https://t.co/HEWOE10iv8","Inaccuracies of pre-election surveys, voting results on Monday-VP Bet Tito Sotto https://t.co/Hewoe10IV8",0.0,0.0,1.0,0.0,Neutral,inaccuraci pre elect surveys  vote result monday vp bet tito sotto
66,66,66,66,2022-05-05 20:32:41+00:00,Astgsopbruh,@giancantdance Si Ping ang tingin ko support niya because of tito sotto,@giancantdance ping i think he supports because of tito sotto,0.238,0.0,0.762,0.3612,Positive,ping think support tito sotto
67,67,67,67,2022-05-05 20:25:01+00:00,BarristanKnight,@GManicurist @Angiemeadking HAHAHAHAHHAHAA baka nga kay tito sotto di manalo to eh🤣🤣🤣,@Gmanicurist @angiemeadking hahahahahhahaa maybe Tito Sotto di Manalo to eh,0.0,0.0,1.0,0.0,Neutral,hahahahahhahaa mayb tito sotto di manalo eh
68,68,68,68,2022-05-05 19:33:43+00:00,clngholland,@pilipinoir @ABSCBNNews Idk why people don’t understand na uncle nya si tito sotto and don pla mgkakaroon na ng conflict if he ever support leni. So taking a stance is difficult for him lalo na pag pamilya yung usapan 🫠🫠🫠,@pilipinoir @abscbnnews idk why people don't understand that his uncle is tito sotto and don pla will have a conflict if he ever support Leni.So taking a stance is difficult for him especially the family talk 🫠🫠🫠,0.068,0.155,0.777,-0.3612,Negative,idk peopl understand uncl tito sotto pla conflict ever support leni so take stanc difficult especi famili talk
69,69,69,69,2022-05-05 19:21:07+00:00,jjoossh_,Nasaan kayo when Duterte repeatedly cursed the Pope. Nasaan kayo nung tinawag ni Tito Sotto ang solo parents na “na-ano” lang. Nasaan kayo nung Duterte kept on creating statements that objectify women and even said that “women cannot run the country”.,"Where are you when Duterte repeatedly cursed the pope.Where were you when Tito Sotto called the solo parents just ""what"".Where are you from Duterte kept on creating statements that objectify women and even said that “women cannot run the country”.",0.053,0.0,0.947,0.296,Positive,dutert repeatedli curs pope wher tito sotto call solo parent  what  wher dutert kept creat statement objectifi women even said women cannot run country 
70,70,70,70,2022-05-05 16:13:58+00:00,shiningtwicexo,"@KABATAAN15 Correction dear. Ping Lacson and his running mate Tito Sotto are also supporting CPP-NPA-NDF too tulad nila Robredo, Pacquiao at Moreno kasi gusto nilang magkipag-peace talks sa mga kalaban ng taumbayan which sinagot ni Lacson sa The Jessica Soho Presidential Interviews.","@Kabataan15 Correction Dear.Ping Lacson and his running mate Tito Sotto are also supporting CPP-NPA-NDF too like Robredo, Pacquiao and Moreno because they want to have peace talks with the people's opponents which Lacson answered in The Jessica Soho presidential interviews.",0.221,0.0,0.779,0.8481,Positive,correct dear p lacson run mate tito sotto also support cpp npa ndf like robredo  pacquiao moreno want peac talk people  oppon lacson answer jessica soho presidenti interviews 
71,71,71,71,2022-05-05 15:58:15+00:00,MayGeronimo2,"Lord, we ask You to please honor the integrity of heart and mind of Sen. Ping Lacson and Sen. Tito Sotto. 

They have fought the battle, they have remained strong and steadfast and they did not falter. 

Thank you for giving us courageous leaders like them.","Lord, we ask You to please honor the integrity of heart and mind of Sen. Ping Lacson and Sen. Tito Sotto. 

They have fought the battle, they have remained strong and steadfast and they did not falter. 

Thank you for giving us courageous leaders like them.",0.341,0.11,0.549,0.9286,Positive,lord  ask pleas honor integr heart mind sen  ping lacson sen  tito sotto  fought battle  remain strong steadfast falter  thank give us courag leader like them 
72,72,72,72,2022-05-05 13:53:01+00:00,faulkzerotwo,"@JJ_AR1989 Tapos?

Si tito sotto nga na kasama ni Alden sa EB, actually di lang kasama kaclose pa nya ndi nya eniendorse di nagrereklamo, pero kaung mga kakampink kung makapag demand na iendorse ni Alden si VP Leni wagas, diktador lang? @JJ_AR1989","@Jj_ar1989 done?

Tito Sotto is with Alden in EB, actually not only with his friends who have not been able to complain, but do you think he can demand Alden's endorsement of VP Leni Wagas, just a dictator?@Jj_ar1989",0.128,0.084,0.788,0.4329,Positive,done tito sotto alden eb  actual friend abl complain  think demand alden  endors vp leni wagas  dictator 
73,73,73,73,2022-05-05 13:14:03+00:00,AngeliqueCapua,"Leggo kakamPING TUNAY 💙

Sen Ping Lacson and Sen Tito Sotto
Never late, never absent 👍 https://t.co/zEpDxhmPKj","Leggo Kapamping Real 💙

Sen Ping Lacson and Sen Tito Sotto
Never late, never absent 👍 https://t.co/zepdxhmpkj",0.0,0.0,1.0,0.0,Neutral,leggo kapamp real sen ping lacson sen tito sottonev late  never absent
74,74,74,74,2022-05-05 13:03:43+00:00,honey_drippers,@oknext8 parang tito sotto lang na plagiarist!,@oknext8 like tito sotto just plagiarist!,0.358,0.0,0.642,0.4199,Positive,like tito sotto plagiarist 
75,75,75,75,2022-05-05 13:00:00+00:00,aroniza_jan,"We already have tito sotto, wag na dagdagan please lang talaga","We already have Tito Sotto, don't increase please just really",0.0,0.329,0.671,-0.4449,Negative,alreadi tito sotto  increas pleas realli
76,76,76,76,2022-05-05 11:55:46+00:00,michelle_dob,"Remember the niece of Tito-Sotto last year? This is how she ""decently"" showed her support w/o saying ""F*** my uncle"" on social media. 

It showed that she's been educated and was brought up with good morals. She's a good example to kids her generation. https://t.co/UOqOznmOy8","Remember the niece of Tito-Sotto last year? This is how she ""decently"" showed her support w/o saying ""F*** my uncle"" on social media. 

It showed that she's been educated and was brought up with good morals. She's a good example to kids her generation. https://t.co/UOqOznmOy8",0.172,0.0,0.828,0.8176,Positive,rememb niec tito sotto last year   decently  show support w o say  f    uncle  social media  show educ brought good morals  good exampl kid generation 
77,77,77,77,2022-05-05 10:55:32+00:00,radyopilipinas1,"TINGNAN I Independent presidential candidate Ping Lacson at vice presidential candidate Tito Sotto, nagsasagawa ng townhall meeting sa Brgy. Tamblon, Cagayan de Oro kasama sina senatorial candidates Dra Minguita Padilla at dating DA Secretary Manny Piñol. I via Nimfa Asuncion https://t.co/NurqnTo4XN","Tingnan i Independent Presidential Candidate Ping Lacson at Vice Presidential Candidate Tito Sotto, Nagsasawa ng Townhall Meeting in Brgy.Tamblon, Cagayan de Oro Kagama Sina Senatorial Candidates Dr Minguita Padilla and Dating of Secretary Manny Piñol.I via nimfa asuncion https://t.co/Nurqnto4xn",0.0,0.0,1.0,0.0,Neutral,tingnan independ presidenti candid ping lacson vice presidenti candid tito sotto  nagsasawa ng townhal meet brgy tamblon  cagayan de oro kagama sina senatori candid dr minguita padilla date secretari manni piol i via nimfa asuncion
78,78,78,78,2022-05-05 10:26:57+00:00,yshynay,"@1rixia tito sotto for vp di ba, dun sa may pasayyy","@1rixia Tito Sotto for VP di ba, dun in Pasayyy",0.0,0.0,1.0,0.0,Neutral,tito sotto vp di ba  dun pasayyy
79,79,79,79,2022-05-05 10:25:01+00:00,wigaile,"nganong tito sotto man ni akong lola uy😭

sige lang ako man mag assist during election sa iyaha 😂","but my grandma's grandmother is my grandmother

I'll just assist during the election in her 😂",0.0,0.0,1.0,0.0,Neutral,grandma  grandmoth grandmotheri l assist elect
80,80,80,80,2022-05-05 10:03:20+00:00,PhilippineStar,"Gordon made the statement after Ong and Dargani wrote Senate President Vicente ""Tito"" Sotto III to ask him to release them. The two are in detention for contempt of the Senate. https://t.co/PT44z8JRtR","Gordon made the statement after Ong and Dargani wrote Senate President Vicente ""Tito"" Sotto III to ask him to release them. The two are in detention for contempt of the Senate. https://t.co/PT44z8JRtR",0.0,0.174,0.826,-0.743,Negative,gordon made statement ong dargani wrote senat presid vicent  tito  sotto iii ask releas them  two detent contempt senate 
81,81,81,81,2022-05-05 09:49:38+00:00,cyrilchaves,"Dumalo ngayong hapon sina Sen. Ping Lacson, Sen. Tito Sotto at senatoriables Dr. Minguita Padilla at Manny Piñol sa Townhall meeting sa Brgy Tablon, Cagayan de Oro City. | via @cyrilchaves, @GMARTVNews/@gmanews 

#OneMindanao
#GMARegionalTV 
#Eleksyon2022 https://t.co/3Qcq2N9J2Q","DUMBER JAPER SIN SEN.Ping Lacson, Sen.Tito Sotto and Stenatoriables Dr.Minguita Padilla at Manny Piñol at the Townhall Meeting of Brgy Tablon, Cagayan de Oro City.|via @cyrchavence, @gmartvnews/@gmanews

#Onemindanao
#gmaregionaltv
#election2022 https://t.co/3qcq2N9J2Q",0.0,0.207,0.793,-0.8208,Negative,dumber japer sin sen p lacson  sen tito sotto stenatori dr minguita padilla manni piol townhal meet brgi tablon  cagayan de oro city  via
