,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
143,Why won't Marcos make his salns public?https://t.co/ISRZP2IASL via @raissawriter,0.0,0.0,1.0,0.0,Neutral
144,@Pragmatikpinoy @iamcharotism @bagbongmarcos face he has never registered,0.0,0.0,1.0,0.0,Neutral
145,@Wionews @palkisu @bagbongmarcos it is a very large globe.Palkiji keeps track of all of it.,0.0,0.0,1.0,0.0,Neutral
146,"BBM's followers are 6million on Facebook, congratulations!APO @bagbongMarcos you are a different class BBM ✌️🇵🇭",0.0,0.0,1.0,0.0,Neutral
147,"@ishiebitsy @iamcharotism @bagbongmarcos aww.Dont feel sorry for the man.In a few days, he's the president of the country.The country is already a big problem for her to prepare.Not this silly and nonsense distractions coming from losers.",0.027,0.294,0.679,-0.8743,Negative
148,"CAREFULLY SEE AND SHADE THE RIGHT NUMBERS ❤️✌️😉👊🏼💚

#bbm #bagbongmarcos #imeldamarcos #ferdinandmarcos #dds #saraduterte #prrd #rodrigoDuterte https://t.co/belj5l7r8u",0.122,0.0,0.878,0.3034,Positive
149,"I will not vote for Leni not because she's a woman, I will not vote for her BC I don't see her as a leader.
#bagbongMarcos #LenirObredo",0.0,0.0,1.0,0.0,Neutral
150,BBM @bagbongmarcos you fight too!Don't be too kind.Kindness is also bounded.You will also fight your supporters.Especially if they are too bad ... please don't let them cheat on you again.,0.123,0.232,0.645,-0.6384,Negative
151,"No parent wants to have a child's funeral.

But due to the toxic culture of the camps, his family's whole life will take his pain.

Just because of the bubully.

Do you succeed?

""",0.107,0.195,0.698,-0.3612,Negative
152,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 well unfortunately ... its a cositeng ... what do you expect ... they have been anti marcos since the 80's ... ay grandchild ...,0.068,0.153,0.779,-0.3818,Negative
153,"On May 9, 2022 Let the Eagle Fly and the Tiger Roar .. #BBMSARA2022 for the win.""",0.0,0.0,1.0,0.0,Neutral
154,@Dawnzpost @bagbongmarcos @indaysara your so pretty ma 😘😘 probably mum they are annoyed hahaha🥰🥰 but because unbothered queen 👑 you might be dying 😘🥰🥰 love you,0.26,0.056,0.684,0.8205,Positive
155,"@Pragmatikpinoy @iamcharotism sorry @bagbongmarcos you have to see this.It's not a problem that you're not a graduate, just don't lie about it, ok?",0.188,0.055,0.758,0.4867,Positive
156,"@themoviechaser @lenirobredo @bamaquino @bagbongmarcos yung 7 na yun, to kiko yun.The 10, to Leni.So lower the palm of your face.",0.0,0.109,0.891,-0.296,Negative
157,@bagbongmarcos @idolraffyishere @cyberbullying #justiceforfrederick,0.0,0.0,1.0,0.0,Neutral
158,Bongbong Marcos: The man attempting to revive a corrupt political dynasty https://t.co/Kraw04EVDM,0.194,0.0,0.806,0.34,Positive
159,"@OLANGIGAP @hampoyjampoy
You lost
You lost
You lost

You were not deceived
You were not deceived
You were not deceived

#MarCoss Lie Wagas!https://t.co/pd1h6ruixc",0.239,0.22,0.541,0.1556,Positive
160,@immyyers if you told me that I will leave you with something cheap.Are you going to lose that person just because you have a twist?Just because it was a misunderstanding that @bongbongmarcos and @indaysara might vote?You are pity but you are more funny https://t.co/bhjk9fewk0,0.091,0.145,0.764,0.2958,Positive
161,"@Troll73996208 @encarnacionjana @bagbongmarcos ahh oag c line pala kusnag mag binalang ok, and attacking headlines of media outlets that Leni..wsp..fake rappler which funded in the US ... right for this?wow ... huh ... your obvious ...",0.058,0.079,0.864,-0.2023,Negative
162,@jenavegar @bagbongmarcos 😍🤗🤠🤡😤👺👹,0.0,0.0,1.0,0.0,Neutral
163,@jenavegar @bagbongmarcos https://t.co/ueinsux7TZ,0.0,0.0,1.0,0.0,Neutral
164,"@Moniqu3n @dtnalakridersr @bagbongmarcos @senimeemarcos @sandromarcos7 it's been a long time.In fact, there is still an impact.If it's true, we know that we should be before 1986. Because all Marcos' media opponents.Didn't they spread that BBM was just a clone?If it is true that he will be drugs, the media is a total festival.🤬🤬🤬🤬",0.104,0.0,0.896,0.6808,Positive
165,Bongbong Marcos: The man attempting to revive a corrupt political dynasty https://t.co/8SCKIDQSGL,0.194,0.0,0.806,0.34,Positive
166,"It's a shame - I dont wanna be branded in the same way as his supporters if he ever wins and other countries look down at Filipinos for choosing such a leader.,

Bongbong Marcos: The man attempting to revive a corrupt political dynasty - BBC News https://t.co/UWSTJ2IQK1",0.183,0.063,0.754,0.7096,Positive
167,"@Socmedfakenews @bongbongmarcos James 2:12
So be careful of your speech and your actions, for the law that released you will also judge you.https://t.co/iwlxzlcfku",0.079,0.0,0.921,0.2212,Positive
168,https://t.co/leuid58qux Bbc does a decent job here summing up the basics of why the Philippine election on Monday is so high stakes: Bongbong Marcos: The man attempting to revive a corrupt political dynasty,0.074,0.0,0.926,0.34,Positive
169,"@Moniqu3n @li0nheart23 @bongbongmarcos @senimeemarcos @sandromarcos7 are you really with the disco and driving in front of you?Hopefully the Governor, Vice Gov, Congressman and Senator he spoke.So what do you call it now?",0.0,0.0,1.0,0.0,Neutral
170,@Fhqjackie @lahigolano @bagbongmarcos https://t.co/5aaazttc9gh,0.0,0.0,1.0,0.0,Neutral
171,Here in agusan not all leni.bbm are the many here but they do not care about bbm Leni is the one they are dating even though we do not want to follow ehh we want su bbm in agusan we have a lot of bbm we are not leni #bbmsaraungeneam,0.0,0.117,0.883,-0.6259,Negative
172,"#Ikymi: Presidential candidate former Senator Ferdinand “Bongbong” Marcos Jr.Urged voters to vote for the country's unity and future on Monday, election day.https://t.co/4aqch9unfu",0.0,0.0,1.0,0.0,Neutral
173,"I'm so excited this coming May 9, congrats in advance our congressman @sandromarcos7 and our next president @bongbongmarcos and vice-president @indaysara 💚❤️",0.234,0.0,0.766,0.7264,Positive
174,Who's voting for 'Bongbong' Marcos to be the next Filipino president?https://t.co/xryp5LRWG9 https://t.co/TDZKK0TSQC,0.0,0.0,1.0,0.0,Neutral
175,"@Moniqu3n @bongbongmarcos @senimeemarcos @sandromarcos7 with him maybe in disco, so he knows.",0.0,0.0,1.0,0.0,Neutral
176,@Bbcnews nobody knows what kind of shit @bagbongmarcos still wants.🌸,0.0,0.302,0.698,-0.5984,Negative
177,Who's voting for 'Bongbong' Marcos to be the next Filipino president?https://t.co/zk0wgfu8ki,0.0,0.0,1.0,0.0,Neutral
178,@inquiredotnet VP @lenirobredo will really take the presidency 'coz that's all Bongbong Marcos have to offer.Leni Robredo got all of that shit and way even more.🌸,0.0,0.126,0.874,-0.5574,Negative
179,'Bongbong' Marcos Cements Lead in Philippine Presidential Race https://t.co/FKDLOPFI3P,0.0,0.0,1.0,0.0,Neutral
180,"Explore Search Interest for Leni Robredo, Bongbong Marcos by Time, Location and Popularity on Google Trends - https://t.co/0TVXN3its5",0.289,0.0,0.711,0.7269,Positive
181,"🇵🇭 “Our vision for the country is to have at least one nuclear power plant so we can finally produce cheap energy and for us to lower our electricity rates,"" @bagbongmarcos",0.12,0.064,0.816,0.2263,Positive
182,"It is also not an opinion that they are a thief.That's not a point of view.Stop twisting facts to fit your delusional narratives.

Thieves.Si.Bongbong.Marcos.Period.No erase.Argue with a wall.",0.094,0.0,0.906,0.3612,Positive
183,@pipaykipayy going to church on Saturday and Sunday to pray for a fair and safe #Philippineelections2022 and for a #bagbongMarcos #Saraduterte #Uniteam Landslide Win.,0.386,0.0,0.614,0.8834,Positive
184,"But srsly, who's even Mr.Bongbong Marcos if he's not a Marcos?",0.0,0.0,1.0,0.0,Neutral
185,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 Maybe he liked BBM the same day he just criticized?That seems to be a politician.Is that true that the mayor of Central Luzon has been a cavitena?,0.181,0.0,0.819,0.7149,Positive
186,"The power of the internet to rewrite history in real time is stunning.#Philippines is about to re-elect the son of its worst dictator.Candidate Bongbong Marcos leads, despite refusing interviews and debates.https://t.co/SC2E6WHSOH",0.064,0.116,0.82,-0.4295,Negative
187,Reporter’s Review: Lian Buan on Bongbong Marcos by @rapplerdotcom - https://t.co/hamVVDifi2 via @dailymotion,0.0,0.0,1.0,0.0,Neutral
188,@Moniqu3n @bongbongmarcos @senimeemarcos @sandromarcos7 it's true that former Sen.Is that a coseflery of the Northeast Mayor with a married northeast?Just asking?,0.149,0.0,0.851,0.4871,Positive
189,"Bongbong Marcos: The man attempting to revive a corrupt political dynasty

필리핀 대선도 참.ㅋㅋ 개판 인 듯.독재자 의 아들 봉봉 마르코스 가 이기면 어떻게 되는 걸까 걸까.미국 과 중국 사이 에서 취할 스탠스 는?https://t.co/7GuyopTx8u",0.079,0.0,0.921,0.34,Positive
190,@Just_menniss but current polls have bongbong marcos ahead = (for may 9 ...,0.0,0.0,1.0,0.0,Neutral
191,"It's so interesting the power of the Bongbong Marcos campaign over the Philippine electorate abroad.I was in the middle is Lisbon and saw a woman wearing a Marcos T-shirt with Portuguese and Philippine Flags, promoting Marcos.",0.147,0.0,0.853,0.6697,Positive
192,Philippines Election: How Tiktok is helping Bongbong Marcos https://t.co/jyrxymj1hx,0.216,0.0,0.784,0.296,Positive
193,@Justanne0918 @bagbongmarcos bbm solid ❤️💚,0.286,0.0,0.714,0.1531,Positive
194,@Bbcnews @konan_gray you are famous overseas but in a negative way.What @bagbongmarcos are you embarrassing !!!,0.0,0.418,0.582,-0.8841,Negative
195,@cj_lagne @2002kyline you don't have to do it all Ilocano then @bagbongmarcos 🤭💩,0.0,0.0,1.0,0.0,Neutral
196,@Jeslizaroph @bagbongmarcos read it.I'm just not sure if you know how to read.You may also inherit @bagbongmarcos who fetch the diploma 😂💩,0.0,0.085,0.915,-0.2411,Negative
197,"@Alteraccntd @bagbongmarcos is change to alt account?Quota naba yung one?

Do you have a lot of evidence in your allegation?
Go straight to the court.Make a lawyer your president.

30yrs you have never been imprisoned.",0.137,0.0,0.863,0.602,Positive
198,"“Despite being a tumultuous era in Philippine history, Marcos' dictatorship is barely discussed in schools or in textbooks.The result is that misinformation learned on social media tends to stick-even when supporters of Bongbong Marcos are confronted with fact-based rebuttals. ”",0.069,0.098,0.833,-0.0516,Negative
199,"What did Bongbong Marcos did alone for our country, for us Filipinos?What he contributed to himself, not his father or mother.Herself.What did he contribute?",0.0,0.093,0.907,-0.3313,Negative
200,@bagbongmarcos live with your lhat team uniteam❤️💚🙏,0.0,0.0,1.0,0.0,Neutral
201,"My dish is delicious now, it's a success!
#UNITEAM #BBMSARAUNITEAM @bagbongmarcos @indaysara",0.461,0.0,0.539,0.8268,Positive
202,"Strategic Plan 🐯🦅❤️💚 Wait ...
#UNITEAM #BBMSARAUNITEAM @bagbongmarcos
@indaysara",0.0,0.0,1.0,0.0,Neutral
203,@Jeslizaroph @jeslizaroph @bongbongmarcos supporter pakicall also out the family you are trying to die from and rob,0.089,0.318,0.593,-0.7506,Negative
204,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 The irrelevant xsenator 1 week b4 election lived… no bearing ..,0.0,0.145,0.855,-0.296,Negative
205,Trolls by Bongbong Marcos Bistado?!https://t.co/1ja6vn1ufq via @youtube,0.0,0.0,1.0,0.0,Neutral
206,"#IYMI: A vote for the uniteam is a vote for unity and love of the country, presidential candidate Ferdinand “Bongbong” Marcos Jr.said as he capped off their campaign in the Mindanao region.https://t.co/dhmjjo13z7",0.127,0.0,0.873,0.6369,Positive
207,@Hin0gamikagura @bongbongmarcos @indaysara https://t.co/vvmsfn5PKL,0.0,0.0,1.0,0.0,Neutral
208,@Itsjammagno so jamburat are you with the demons who meet with cyberbully?😂🤭💩 you are a demon like @bongbongmarcos,0.135,0.0,0.865,0.3612,Positive
209,Liar at the beginning.Liar to the end.That's Bongbong Marcos!,0.0,0.31,0.69,-0.5562,Negative
210,"Just go down to the Bongbong Marcos I am, I have a mapildi Imoha",0.0,0.0,1.0,0.0,Neutral
211,@iamdpm18 @bagbongmarcos @indaysara @noorazam,0.0,0.0,1.0,0.0,Neutral
212,"#FrontlineTonight |After being called a spoiled child and weak leader, Pres.Rodrigo Duterte to Presidential Bet Bongbong Marcos Jr.#AsPilipino2022 |via @halili_maricel https://t.co/NSYFN61SRV",0.0,0.132,0.868,-0.4404,Negative
213,What is this?I love Leni Robredo and the suggestions are Bongbong Marcos?!https://t.co/Suzmeo1Li1,0.306,0.0,0.694,0.7052,Positive
214,@bromandudeslice Bongbong Marcos,0.0,0.0,1.0,0.0,Neutral
215,@bagbongmarcos beh watch you Makati mda later.People Power Demo Beh.😂🌸💕,0.0,0.0,1.0,0.0,Neutral
216,@Ratedpatingutom @Rowena_Guanzon @bagbongmarcos script nyo yan hahahhahaa you love to be like dba hahahahahaha,0.358,0.0,0.642,0.7717,Positive
217,@Rcampuid you are wrong.This should be @bangbongmarcos,0.0,0.0,1.0,0.0,Neutral
218,Elections 2022: 'Liar from the beginning till end' - Leni R. on Bongbong Marcos Jr.https://t.co/eunjbptrla via @yahooph === our town Choose!,0.0,0.159,0.841,-0.5562,Negative
219,@bagbongmarcos you have your supporters.https://t.co/H8Lve3IVg4,0.0,0.0,1.0,0.0,Neutral
220,@Moniqu3n @bagbongmarcos @senimeemarcos @sandromarcos7 ahahaha but all the candidates Madumb did not release the drug test.,0.0,0.0,1.0,0.0,Neutral
221,@Sakristan1914 @mj__mondejar @bagbongmarcos @indaysara @smninews @dzar1026 wet ka muna po bgo ka mag comment po ok .. bumira ka naman.hahaha,0.083,0.273,0.644,-0.7184,Negative
222,Unity & amp;Healing.Uniteam.Dad Digz.Bongbong Marcos.Inday Sara.Bbmsara for the win.,0.352,0.0,0.648,0.5859,Positive
223,@bagbongmarcos live our president bbm sarra we stay safe,0.266,0.0,0.734,0.4404,Positive
224,"#BBMSaraConference #bagbongMarcos the type of leadership Marcos JR manifests.This is bad.Please, no to Marcos.",0.0,0.145,0.855,-0.296,Negative
225,"@chikaminutebhie naway lower the price of good and other items of every 7/11 in the country .. especially the slurpee ..
Now President Elect Ferdinand ""Bongbong"" Marcos Jr of 7/11 in the Philippines

Long live
& amp;I know you are in a good place https://t.co/wr9h7blm1i",0.121,0.046,0.833,0.5574,Positive
226,"@bagbongmarcos jiggle mo hahahahaha
#Makatiispink",0.0,0.0,1.0,0.0,Neutral
227,"President Ferdinand ""Bongbong"" Marcos Jr Nextweek Shootii.✌️❤️",0.0,0.0,1.0,0.0,Neutral
228,"@wleviosa22 @EvelynsanJuan12 @Liganggigap @Paulsorianano1017 @bagbongmarcos excuse me po Mr./mrs.Leviosa

Are you data?Did you really read it?
Eh from the link you passed !!TABANG MANAGABANG !!",0.044,0.174,0.782,-0.703,Negative
229,President Bongbong Marcos next week cutie.,0.333,0.0,0.667,0.3612,Positive
230,"@bagbongmarcos
#BBMSARACONference
#BBMSaraUnitheam
Loyalists and BBM fanatics are awake, BBM has lost you
https://t.co/rnibhu0a72",0.128,0.14,0.732,-0.0516,Negative
231,@bagbongmarcos 🙃 https://t.co/ulmhlfrean,0.0,0.0,1.0,0.0,Neutral
232,"Chairman Nur Misuari’s short video Statement- Full Endorsement to Mr.@bagbongmarcos & amp;Mayor @indaysara

✌️👊🏻❤️💚

 https://t.co/RPOPTTUS6R",0.15,0.0,0.85,0.3182,Positive
233,@rattifiedd @_ricciiirivero de Bobo you inherit,0.0,0.0,1.0,0.0,Neutral
234,"Bongbong Marcos: The man attempting to revive a corrupt political dynasty.

A dictator's son rewrites history on Tiktok in his bid to become the Philippines' next president.https://t.co/vayumn5HCN",0.091,0.0,0.909,0.34,Positive
235,@Aermonysrael @lenirobredo @bagbongmarcos,0.0,0.0,1.0,0.0,Neutral
236,"#Bagbong #Marcos
The man attempting to revive a #corrupt #politicaldynasty
https://t.co/pqqxesta3i https://t.co/fijv8y54UG",0.194,0.0,0.806,0.34,Positive
237,"Don't forget on Monday, May 9

#7 Ferdinand Bongbong Marcos
#4 Inday Sara Duterte",0.122,0.0,0.878,0.1695,Positive
238,"Rest in Peace 🙏
Due to politics there was a deceased BBM supporter NT by his teacher to be MakaNi @bongbongmarcos
@lenirobredo

https://t.co/VPTF2FLQZX",0.228,0.0,0.772,0.6808,Positive
239,@jangyjm @yrimgnd01 Yes be there is a final judgment that is not given to people who robbed.Its not Bongbong Marcos but the people in Mindanao who have lost their rights and had been disrespected because the value that Mrs.Robredo and Company have given them is 0. Revenge Vote is real.,0.082,0.191,0.727,-0.8225,Negative
