,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
164,"Scratch this.No more dreaming.Believing, manifesting.#Lenikiko2022 #LensLide #LenirObredo",0.0,0.0,1.0,0.0,Neutral
165,"Dear @lenirobredo really until the end, you still blame why people really don't like you?And you have the audacity to believe in believers?How about the fact that a majority of the people just don't trust you?
#Notolenikiko2022 https://t.co/dzb9frn67j",0.06,0.184,0.756,-0.663,Negative
166,So @lenirobredo's house to house is not really about her vs bbm 🙊 The many people don't really want to go back to the yellow in Malacanan 😂 but instead they work out the image of the yellow 🫥 negative campaigning.🤪 https://t.co/0FEQWS5FPU,0.0,0.145,0.855,-0.7407,Negative
167,@ogiediaz @lenirobredo super touched his questions to you as a celebrity volunteering talent.Cannot be said plastic e.It looks like Root-Cause analysis is again Ma'am haha.But in his concern that I guess is it just worth it?,0.211,0.0,0.789,0.8074,Positive
168,@LenirObredo Win/beat the important one Let's fight fair and right ...,0.279,0.177,0.544,0.128,Positive
169,"Never met her in person, but @lenirobredo has made me feel more proud and confident of who I am in a few months than I ever had with any of the ""indispensable"" blood relatives my whole life.

Your family is important, but so are you.

And she knows that.
#LetlenikikoLead2022",0.207,0.0,0.793,0.9097,Positive
170,@Mgagwapoforleni @livdunham83 @piolopascual_ph @lenirobredo you guys are good 💖🌸,0.266,0.0,0.734,0.4404,Positive
171,VP @LenirObredo Sen @kikopangilinan,0.0,0.0,1.0,0.0,Neutral
172,"@forgwenandblake @lenirobredo @kikopangilinan 🥺🌸

https://t.co/vshquvwhsl",0.0,0.0,1.0,0.0,Neutral
173,@forgwenandblake @lenirobredo @kikopangilinan 💁‍♀️💌 🙏,0.0,0.0,1.0,0.0,Neutral
174,Campaigning for you until the last day @lenirobredo 🌸🌸🌸 https://t.co/tnecqwjaty,0.0,0.0,1.0,0.0,Neutral
175,"@sotto_tito except that those political rallies for VP @lenirobredo and @kikopangilinan were all organized by the people.Here's what's new: people invest their time, effort, and money to great, genuine leaders.🌸",0.124,0.0,0.876,0.6249,Positive
176,Join us in praying against demonic forces that are influencing the campaigns.May God suppress their bold attacks through heavenly legions.#LenalIdsadal dark #lenikikik #leni #lenikiko2022 @lenirobredo @cavitenos4leni #makatiispink #mitingdeavance #cbcp frripperger exorcist https://t.co/zyjygkpf73,0.317,0.069,0.615,0.8591,Positive
177,"@cfpsinc @lenirobredo then sue me.I don't have time for 'Yo' cause I'm busy preparing.We're finally going to Makati thanks to my fellow Kapampinks.'You're not that,' no?'It's not a trend to help you.Stay pressed.",0.082,0.064,0.853,0.1635,Positive
178,"Lord, please win @lenirobredo and @kikopangilinan!Amen.🙏🏻🌷",0.615,0.0,0.385,0.75,Positive
179,@forgwenandblake @lenirobredo @kikopangilinan 🙏🙏❤❤,0.0,0.0,1.0,0.0,Neutral
180,"""In the faithful government, it's all alive! And of course, let's win it for everyone!""

I'm JJ, joining in support of VP Leni Robredo and Sen.Kiko Pangilinan with the senatorial slate troops for the town.#Lenikiko2022

Frame by: Japet Hosiah Peña https://t.co/Pruuzmwume",0.298,0.0,0.702,0.9362,Positive
181,@krispixell @annecurtissmith @lenirobredo ofc!#Create in May 10 onwards 🤪,0.0,0.0,1.0,0.0,Neutral
182,Why don't you criticize Leni Robredo verbally shunning away an SMNI reporter in her rally?,0.135,0.0,0.865,0.2924,Positive
183,"@forgwenandblake @lenirobredo @kikopangilinan 🌸
https://t.co/vshquvwhsl",0.0,0.0,1.0,0.0,Neutral
184,"@lenirobredo you think you have a lot of supporters, you make a mistake.About half the vote is BBM.",0.162,0.0,0.838,0.4404,Positive
185,See you later @lenirobredo & amp;Fellow Kapampinks 🥳💕👚💖🎀💓💗💘💝🌷🌸,0.0,0.0,1.0,0.0,Neutral
186,@_quinnmalory @annecurtissmith @lenirobredo okay poo…,0.322,0.0,0.678,0.2263,Positive
187,"@ForgwenandBlake @lenirobredo @kikopangilinan Mob should be done not in rockwell, given that Lenikic people jan jan… should be in the area or mall at a disadvantage.",0.0,0.104,0.896,-0.4215,Negative
188,@Sellyyy_ @LenirObredo case I am unable to control😥,0.0,0.0,1.0,0.0,Neutral
189,"@lenirobredo btw, my mama grew up in Legazpi, Albay and the view of Mt Mayon is his favorite scene.",0.143,0.0,0.857,0.4588,Positive
190,@j4stw4tching @maamsyj to those who do not understand the word bicol with an explanation please ask me to ask just the day of the election we support c vp leni robredo,0.152,0.0,0.848,0.6124,Positive
191,"That is why I'm choosing @lenirobredo as my president.If she doesn't win, at least I did my part.I voted for the person who I think is fit for the position.It was never based on her political color.I will be her biggest critic if she will not do what she promised.All for 🇵🇭",0.046,0.095,0.86,-0.3964,Negative
192,@Gelagelashin @lenirobredo Remember you !!!,0.0,0.0,1.0,0.0,Neutral
193,"Invisible ink yarn?
#LenirObredo #LenIdAllad Dark #Lenikiko2022 #LeniisiRpressident #LenifurRpresident2022

Credits to https://t.co/jub6ir5xwd https://t.co/pk1bayno0h",0.172,0.0,0.828,0.3612,Positive
194,"Early Birds for VP @lenirobredo 💗💗

See you later VP!Hope we have a good pic 😂

#Makatiispink
#Lenikiko2022
#LenirObredo
#LenikikoAllTheway2022 https://t.co/8k2yzozqce",0.151,0.0,0.849,0.4926,Positive
195,I want to skip the work and go to Ayala !!!Laban !!!🌸💕 See you all Later Poets 💗💗💗💗 #Makatiispink #ayalaispink #Ipanalona10Parakalawhat #Lenikiko2022 @lenirobredo @kikopangilinan,0.101,0.0,0.899,0.3544,Positive
196,"I'm done assignment, my mom's camp 🤧
@lenirobredo

#Switchtoni",0.0,0.0,1.0,0.0,Neutral
197,@Litorapids @gundaya_dalagon @ohohvin_ @lenirobredo is not ruining the truth but it's not EVERTIME that he has an interview that he is always talking about.They all have smells but Leni's hate is extreme.So his supporters are extreme too.,0.117,0.146,0.737,-0.3206,Negative
198,@kristine_danica @uma3guma @lenirobredo thank you!,0.411,0.0,0.589,0.4199,Positive
199,"It's my birthday today, my wish is that VP @lenirobredo will be the president and @kikopangilinan will be the Vice President of my beloved Philippines🇵🇭🍀🌷 #IPANA7ONA10PAREHALAHIT",0.2,0.0,0.8,0.7184,Positive
200,"Really wanted to go #makatiispink and MDA, however, more need to go home to vote for @lenirobredo #uuwingprovinceforleniandkiko",0.0,0.0,1.0,0.0,Neutral
201,"Kakod first for Leni and Kiko!See you later, Kapampinks!🌸

#Makatiispink
#MitingDeavance
#Lenikiko2022
#Letlenilead
#LenirObredo
#Sefine Opening
#Life Life https://t.co/atxpcou2c",0.0,0.0,1.0,0.0,Neutral
202,@lenirobredo Ganda.,0.0,0.0,1.0,0.0,Neutral
203,"Good morning from Manila!

Just saw this post w/c once again demonstrates VP Leni Robredo’s Empathy for Regular People.

Put that together w/ her acumen and experience, she really is the best choice to be our president.
#LetLenikikolead",0.175,0.0,0.825,0.8251,Positive
204,2 days before we waste a Leni Robredo.,0.0,0.359,0.641,-0.4215,Negative
205,"Thanks shaina .. saw this from her ig
For President Leni Robredo we #makatiispink https://t.co/or2QM9xcts",0.172,0.0,0.828,0.4404,Positive
206,@forgwenandblake @lenirobredo @kikopangilinan,0.0,0.0,1.0,0.0,Neutral
207,@jxxfux @unknowncolor11 @MorrahGomez @pipaykipayy @lenirobredo Hayss mga kakambings tlga WAAGGAGAGHAHAHAHAHAHA triggered eh,0.0,0.0,1.0,0.0,Neutral
208,"@iamsuperbianca they have been attacking @lenirobredo since VP days, but this is election is much worser, are they angry?I can't get logic ... as long as I love the Philippines ...",0.149,0.155,0.696,0.2023,Positive
209,"Lord, please.🙏 Let it Leni Robredo.💓",0.0,0.0,1.0,0.0,Neutral
210,@gmanews @lenirobredo @kikopangilinan https://t.co/oqxdc6c5jm,0.0,0.0,1.0,0.0,Neutral
211,@gmanews @lenirobredo @kikopangilinan https://t.co/vpashxn7ii,0.0,0.0,1.0,0.0,Neutral
212,"@pheromonejae @lenirobredo wth?Who is unable to lose on defeat and gaslights about votes?That's the problem with you, when you say your leader is all right but when we are leader, you are with it.",0.0,0.164,0.836,-0.6199,Negative
213,President Leni Robredo 🌸🇵🇭,0.0,0.0,1.0,0.0,Neutral
214,"BBM did not cheat
VP Leni Robredo beat him
Fake Fake News
Now na",0.126,0.315,0.559,-0.5747,Negative
215,"The audacity of you to even ask why we didn't support VP Leni Robredo.Why would we support someone whose followers doesn't have any respect to our church?Really, toxicity at its finest https://t.co/j71yejahl4",0.0,0.196,0.804,-0.7244,Negative
216,Leni Robredo is not being subjected by her opponents to gender attact but her intelligence and capacity to lead are put into question ... we don't want a puppet president ...,0.124,0.04,0.836,0.5882,Positive
217,@teamlenirobredo @lenirobredo @kikopangilinan @bamaquino @barrygutierrez3 please watch or watch VP Leni's speech at Bicol stations.He speaks Bicolano effectively and includes the intro that warns people who pay for voting.,0.158,0.085,0.758,0.5267,Positive
218,@Lenirobredo Leni Lalay's true habit https://t.co/kuvj6oenxo,0.359,0.0,0.641,0.4215,Positive
219,Working with children with special needs this is something big for us.Knowing CSNS trust is really hard to get.Let's win this.@Lenirobredo is the impact of your Madam President.,0.276,0.048,0.676,0.8445,Positive
220,@lenirobredo good luck daw po sa elections 🥰🥰🥰,0.407,0.248,0.345,0.3182,Positive
221,"VP @lenirobredo and Sen.@kikopangilinan we will win you in Valenzuela!

#Valpink
#ValpinkinYourarea
#IPANA7ona10PAREHALITAHAH",0.254,0.0,0.746,0.6239,Positive
222,"For Doc Elmer, besides his excellence, his closeness to man is the reason why Leni Robredo is the president.

Other than that, Leni Robredo has been supported by her vote this May.💗 https://t.co/ZVZHB4XLF8",0.171,0.0,0.829,0.7506,Positive
223,WashingtonPost さん から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から から,0.0,0.0,1.0,0.0,Neutral
224,Hope it rains #pinkconfetti in Makati.#Lenikiko2022 #LenirObredo #Mitingdeavance,0.293,0.0,0.707,0.4404,Positive
225,"RT @forgwenandblake: I'm not crying you are!The Great Ryan Cayabyab led the singing of Roses here at Rockwell Makati for VP @lenirobredo and Sen @kikopangilinan

Let's win this!

#Makatiispink #bicolispink #onepinkmarch #lenikiko2022 https://t.co/suzowaj5ky",0.269,0.0,0.731,0.9009,Positive
226,@forgwenandblake @lenirobredo @kikopangilinan awesome 👏,0.577,0.0,0.423,0.6249,Positive
227,"Yesterday we went to EK for a friend's b-day.I brought collats - I was an introvert but decisively a face for @lenirobredo & amp;@kikopangilinan.

But they are more effective campaigners than I am!💕!",0.166,0.0,0.834,0.733,Positive
228,✨PRESIDENT LENI ROBREDO CUTIE✨,0.0,0.0,1.0,0.0,Neutral
229,"Yassss !!We're on the finish line.It started on the oct when VP Leni decided to run.From there, now we are here!💖💕🌸😭😊#Lenirobredo",0.0,0.0,1.0,0.0,Neutral
230,"As we enter the weekend, I'm thinking of my beloved Philippines and the presidential elections on Monday.Hoping for the best and only choice, VP #LenirObredo, to triumph and banish the fascists.Here's an article on her campaign.#Lenikiko2022 https://t.co/D1HCVZZ9LT",0.228,0.062,0.71,0.8271,Positive
231,"@Jervismanahan @34plus35withyou @lenirobredo kudos sa yo sir., 👏👏👏💕💕💕",0.32,0.0,0.68,0.5106,Positive
232,"@lenirobredo many thanks Bicolandia
#Ipanalona10PARALALAHIT https://t.co/I7WWEJMVMY",0.367,0.0,0.633,0.4404,Positive
233,"🌸🌱
We are praying for you, Sen @kikopangilinan and for VP.@lenirobredo
Miles away from PH but we hope you've felt our support from here.

#Ofwforlenikiko
#LenikikoAllTheway
#IPANA7ona10PAREHALITAHAH",0.276,0.0,0.724,0.8462,Positive
234,@vorztoz,0.0,0.0,1.0,0.0,Neutral
235,Your supporters are a different level.Why are you going to spend?Why are you so happy with the conflicts that are happening just to come out that they support you?@Lenirobredo nasty.#Notolenikiko2022,0.279,0.068,0.653,0.8443,Positive
236,"@yasssserg and there are 9 toxic politicians like madumb @lenirobredo 🤡
#BBMSaraUnitheam",0.217,0.0,0.783,0.3612,Positive
237,@rain_charlz @tarrayofam @lenirobredo thanks Raco for being so dependable!nsy4l got 2x better when you finally decided to join us.No joke.😄,0.328,0.0,0.672,0.807,Positive
238,@lenirobredo Andyn Akoo https://t.co/dgli3wgjxo,0.0,0.0,1.0,0.0,Neutral
239,@Pepsicollagen @lenirobredo light in the dark 🌻🌸🌈,0.0,0.0,1.0,0.0,Neutral
240,"@lenirobredo lets bring back decency, honesty and integrity to our presidency!",0.404,0.0,0.596,0.7263,Positive
241,The cheesy.Char,0.0,0.0,1.0,0.0,Neutral
242,@Rachielle16 @lenirobredo @kikopangilinan take care see you,0.348,0.0,0.652,0.4939,Positive
243,"My support is for both of you!

I stan good people who could lead the nation with all honesty and integrity.

For President Leni Robredo
For VP Doc Willie Ong #Election2022 #Elections2022 #Philippines2022 https://t.co/OJ9VLX9on8",0.287,0.0,0.713,0.8932,Positive
244,"My President, Leni Robredo💗

#A10 Open #LenifurPressident2022 #Sefine Opening #Ipanlona10Parakalawahat @lenirobredo https://t.co/OVZPYHH1im",0.0,0.0,1.0,0.0,Neutral
245,"@cbcpnews
👇👇👇
Influencer by Leni Robredo Encouraging Catholics to no longer go to Church!@veritasph",0.206,0.123,0.671,0.3595,Positive
246,"@Philstarnews definitely a laughing stock The Filipinos would become we allow the ambitious Leni Robredo to take control of our nation.
#Notoleni",0.391,0.0,0.609,0.872,Positive
247,"Thanks for the inspiration ma'am @lenirobredo
Thank you for your service, thank you for your love for the town.Thanks for inspiring us to be better people, to be better citizens.
Thanks for accepting the call of service to the town.

Many thanks VP Leni Robredo 🌸🌸🌸",0.481,0.0,0.519,0.9842,Positive
248,@Rowenagunggong @LugawNalata @micknarvadez @quency_martinac @hlingayan @sexymhieq @nilesneel @ronaldimperial4 @allespant @eyeeres @danwaytoofar @anoniomoralid1 @crissandymark @lino_iam @myzteryosa15 @maanabrenic Itikablstgn @beng_beng_beng @molavefinds @squidph_0 @xf44p @daddyricks10 @baldugho@nguimiii @growlharhar @lav2heart14 @jovs82533461 @andyramie @sanny_2021 @buangsonny @magbubukid4 @maria47215 @jobjorl @virmaxi @atokpascua @iampatriotmds @voj_0418 @ronddd iia_nnx @akoalaskador @infectious_dx @camposjuledna @senleiladelima @raissawriter @lenirobredo @pinoyakoblog oh done?,0.0,0.0,1.0,0.0,Neutral
249,"Heyyy Naga, what did you do?!🥺💗
✨ PRESIDENT LENI ROBREDO ✨

#IPANA10natinparaalawahat
#Sefine Opening
#Lenikiko2022 https://t.co/PYVM2Twecn",0.0,0.0,1.0,0.0,Neutral
250,"How does VP Leni make it radical?When he woke up in the morning, that was the flesh of his prayer.So when he came out of the room, his heart was in love.@lenirobredo #Lenikikonergy",0.0,0.0,1.0,0.0,Neutral
251,"We see the same heroic attributes at Leni Robredo and Kiko Pangilinan as they have time and again proven through their passed legislations and implemented.

Statement in English and Filipino by Jecon Dreisbach.Spanish translation by Jeff Roxas.https://t.co/LKJS7Y94CP",0.091,0.0,0.909,0.5574,Positive
252,"More than 70 Filipino students, alumni, researchers, and educators in Spain signed an individual statement of support of the candidacies of Leni Robredo and Kiko Pangilinan in the 2022 Philippine elections.

FULL STATEMENT HERE: https://t.co/2uha5pi0we https://t.co/i9vkwtni1g",0.072,0.0,0.928,0.4019,Positive
253,@Joelosteen for @lenirobredo,0.0,0.0,1.0,0.0,Neutral
254,"Leni Robredo will win!
Kiko Pangilinan will win!
Leni-Kiko will win with Tropang Angat!

Let's claim the positive energy !!
#IPANA7ONA10PARALATAHIT https://t.co/iikkkdj51y",0.518,0.0,0.482,0.9599,Positive
255,@Kim_zhyril @lenirobredo 😢,0.0,0.0,1.0,0.0,Neutral
256,Sleep first 2hrs.Then go to the rally.Happy Mother’s Day @lenirobredo our future president!PABURGER KA NAMAN PO,0.0,0.236,0.764,-0.6833,Negative
257,"@alvenlmontero what's new, madumb liar @lenirobredo?😂😂😂",0.0,0.398,0.602,-0.5106,Negative
258,"Good morning ...
On @tellemjaye's birthday
Leni Robredo is our President 🙏😊 https://t.co/YHVBZ3TVU3",0.195,0.0,0.805,0.4404,Positive
259,"I can't even comment on the pink rangers in the suicide.The man has died.So are the comments?

Where is the love?Radical Love?Is it just a word?@lenirobredo, can you do something about it.STOP YOUR SUPPORTERS!",0.136,0.0,0.864,0.7082,Positive
260,@cyydsctd @lenirobredo thanks po,0.341,0.424,0.235,-0.1779,Negative
261,Hope all Leni Robredo!,0.516,0.0,0.484,0.4926,Positive
262,"@washingtonpost why are the western media seemingly obsessed over Marcos when they can cover a truly excellent candidate, Leni Robredo?",0.272,0.07,0.658,0.7096,Positive
263,#Newprofilepic with President @lenirobredo and vice president @kikopangilinan #lenikiko2022 https://t.co/oaljxp9ny2,0.0,0.0,1.0,0.0,Neutral
264,@Bartej @jewelshrh @bthealbum you are ready.Leni Robredo will be our president for the next 6 years.There is no crying.,0.0,0.249,0.751,-0.6486,Negative
265,@Lenirobredo This is proof that the campners will not have good to do with the future of our children.Influencers they get a demon camp like this !!!https://t.co/L5GJDARIS1,0.113,0.081,0.806,0.2429,Positive
